Timestamp,Year,Month,Day,Hour,PM2.5
2018-03-01 00:00:00,2018,3,1,0,62.84
2018-03-01 01:00:00,2018,3,1,1,65.6
2018-03-01 02:00:00,2018,3,1,2,68.07
2018-03-01 03:00:00,2018,3,1,3,75.87
2018-03-01 04:00:00,2018,3,1,4,86.54
2018-03-01 05:00:00,2018,3,1,5,77.15
2018-03-01 06:00:00,2018,3,1,6,76.86
2018-03-01 07:00:00,2018,3,1,7,57.53
2018-03-01 08:00:00,2018,3,1,8,52.82
2018-03-01 09:00:00,2018,3,1,9,48.13
2018-03-01 10:00:00,2018,3,1,10,43.29
2018-03-01 11:00:00,2018,3,1,11,41.34
2018-03-01 12:00:00,2018,3,1,12,42.91
2018-03-01 13:00:00,2018,3,1,13,48.49
2018-03-01 14:00:00,2018,3,1,14,57.37
2018-03-01 15:00:00,2018,3,1,15,64.05
2018-03-01 16:00:00,2018,3,1,16,79.91
2018-03-01 17:00:00,2018,3,1,17,96.11
2018-03-01 18:00:00,2018,3,1,18,97.99
2018-03-01 19:00:00,2018,3,1,19,95.02
2018-03-01 20:00:00,2018,3,1,20,91.96
2018-03-01 21:00:00,2018,3,1,21,87.12
2018-03-01 22:00:00,2018,3,1,22,92.84
2018-03-01 23:00:00,2018,3,1,23,82.32
2018-03-02 00:00:00,2018,3,2,0,79.59
2018-03-02 01:00:00,2018,3,2,1,77.87
2018-03-02 02:00:00,2018,3,2,2,83.46
2018-03-02 03:00:00,2018,3,2,3,87.23
2018-03-02 04:00:00,2018,3,2,4,98.41
2018-03-02 05:00:00,2018,3,2,5,82.88
2018-03-02 06:00:00,2018,3,2,6,68.79
2018-03-02 07:00:00,2018,3,2,7,57.02
2018-03-02 08:00:00,2018,3,2,8,49.73
2018-03-02 09:00:00,2018,3,2,9,43.09
2018-03-02 10:00:00,2018,3,2,10,42.59
2018-03-02 11:00:00,2018,3,2,11,40.98
2018-03-02 12:00:00,2018,3,2,12,41.75
2018-03-02 13:00:00,2018,3,2,13,45.5
2018-03-02 14:00:00,2018,3,2,14,57.15
2018-03-02 15:00:00,2018,3,2,15,60.84
2018-03-02 16:00:00,2018,3,2,16,64.87
2018-03-02 17:00:00,2018,3,2,17,66.03
2018-03-02 18:00:00,2018,3,2,18,61.34
2018-03-02 19:00:00,2018,3,2,19,56.08
2018-03-02 20:00:00,2018,3,2,20,55.92
2018-03-02 21:00:00,2018,3,2,21,53.92
2018-03-02 22:00:00,2018,3,2,22,53.49
2018-03-02 23:00:00,2018,3,2,23,53.37
2018-03-03 00:00:00,2018,3,3,0,53.18
2018-03-03 01:00:00,2018,3,3,1,53.44
2018-03-03 02:00:00,2018,3,3,2,53.8
2018-03-03 03:00:00,2018,3,3,3,56.27
2018-03-03 04:00:00,2018,3,3,4,58.39
2018-03-03 05:00:00,2018,3,3,5,56.48
2018-03-03 06:00:00,2018,3,3,6,54.98
2018-03-03 07:00:00,2018,3,3,7,54.14
2018-03-03 08:00:00,2018,3,3,8,53.88
2018-03-03 09:00:00,2018,3,3,9,53.33
2018-03-03 10:00:00,2018,3,3,10,53.34
2018-03-03 11:00:00,2018,3,3,11,53.88
2018-03-03 12:00:00,2018,3,3,12,53.92
2018-03-03 15:00:00,2018,3,3,15,55.12
2018-03-03 16:00:00,2018,3,3,16,55.27
2018-03-03 17:00:00,2018,3,3,17,56.51
2018-03-03 18:00:00,2018,3,3,18,54.77
2018-03-03 19:00:00,2018,3,3,19,53.85
2018-03-03 20:00:00,2018,3,3,20,53.56
2018-03-03 21:00:00,2018,3,3,21,53.58
2018-03-03 22:00:00,2018,3,3,22,53.17
2018-03-03 23:00:00,2018,3,3,23,53.27
2018-03-04 00:00:00,2018,3,4,0,51.92
2018-03-04 01:00:00,2018,3,4,1,51.8
2018-03-04 02:00:00,2018,3,4,2,52.49
2018-03-04 03:00:00,2018,3,4,3,53.67
2018-03-04 04:00:00,2018,3,4,4,54.16
2018-03-04 05:00:00,2018,3,4,5,54.03
2018-03-04 06:00:00,2018,3,4,6,53.04
2018-03-04 08:00:00,2018,3,4,8,52.62
2018-03-04 09:00:00,2018,3,4,9,52.93
2018-03-04 10:00:00,2018,3,4,10,52.92
2018-03-04 11:00:00,2018,3,4,11,58.35
2018-03-04 12:00:00,2018,3,4,12,53.93
2018-03-04 13:00:00,2018,3,4,13,53.17
2018-03-04 14:00:00,2018,3,4,14,53.83
2018-03-04 15:00:00,2018,3,4,15,53.54
2018-03-04 16:00:00,2018,3,4,16,53.19
2018-03-04 17:00:00,2018,3,4,17,52.8
2018-03-04 18:00:00,2018,3,4,18,52.34
2018-03-04 19:00:00,2018,3,4,19,52.22
2018-03-04 20:00:00,2018,3,4,20,52.11
2018-03-04 21:00:00,2018,3,4,21,52.58
2018-03-04 22:00:00,2018,3,4,22,52.93
2018-03-04 23:00:00,2018,3,4,23,52.1
2018-03-05 00:00:00,2018,3,5,0,52.11
2018-03-05 01:00:00,2018,3,5,1,52.5
2018-03-05 02:00:00,2018,3,5,2,52.94
2018-03-05 03:00:00,2018,3,5,3,54.35
2018-03-05 04:00:00,2018,3,5,4,54.38
2018-03-05 05:00:00,2018,3,5,5,54.31
2018-03-05 06:00:00,2018,3,5,6,52.6
2018-03-05 07:00:00,2018,3,5,7,51.78
2018-03-05 08:00:00,2018,3,5,8,51.5
2018-03-05 09:00:00,2018,3,5,9,51.81
2018-03-05 10:00:00,2018,3,5,10,52.06
2018-03-05 11:00:00,2018,3,5,11,37.84
2018-03-05 12:00:00,2018,3,5,12,35.41
2018-03-05 13:00:00,2018,3,5,13,43.41
2018-03-05 14:00:00,2018,3,5,14,51.59
2018-03-05 15:00:00,2018,3,5,15,55.31
2018-03-05 16:00:00,2018,3,5,16,54.33
2018-03-05 17:00:00,2018,3,5,17,54.53
2018-03-05 18:00:00,2018,3,5,18,55.15
2018-03-05 19:00:00,2018,3,5,19,51.24
2018-03-05 20:00:00,2018,3,5,20,48.97
2018-03-05 21:00:00,2018,3,5,21,44.65
2018-03-05 22:00:00,2018,3,5,22,59.04
2018-03-05 23:00:00,2018,3,5,23,50.02
2018-03-06 00:00:00,2018,3,6,0,49.04
2018-03-06 01:00:00,2018,3,6,1,51.1
2018-03-06 02:00:00,2018,3,6,2,55.2
2018-03-06 03:00:00,2018,3,6,3,66.16
2018-03-06 04:00:00,2018,3,6,4,62.19
2018-03-06 05:00:00,2018,3,6,5,62.25
2018-03-06 06:00:00,2018,3,6,6,54.45
2018-03-06 07:00:00,2018,3,6,7,49.27
2018-03-06 08:00:00,2018,3,6,8,48.08
2018-03-06 09:00:00,2018,3,6,9,40.32
2018-03-06 10:00:00,2018,3,6,10,39.28
2018-03-06 11:00:00,2018,3,6,11,39.05
2018-03-06 12:00:00,2018,3,6,12,39.82
2018-03-06 13:00:00,2018,3,6,13,45.82
2018-03-06 14:00:00,2018,3,6,14,52.47
2018-03-06 15:00:00,2018,3,6,15,58.92
2018-03-06 16:00:00,2018,3,6,16,55.25
2018-03-06 17:00:00,2018,3,6,17,61.62
2018-03-06 18:00:00,2018,3,6,18,62.19
2018-03-06 19:00:00,2018,3,6,19,60.44
2018-03-06 20:00:00,2018,3,6,20,60.31
2018-03-06 21:00:00,2018,3,6,21,53.4
2018-03-06 22:00:00,2018,3,6,22,52.32
2018-03-06 23:00:00,2018,3,6,23,53.08
2018-03-07 00:00:00,2018,3,7,0,53.83
2018-03-07 01:00:00,2018,3,7,1,53.89
2018-03-07 02:00:00,2018,3,7,2,74.61
2018-03-07 06:00:00,2018,3,7,6,55.37
2018-03-07 07:00:00,2018,3,7,7,46.39
2018-03-07 08:00:00,2018,3,7,8,43.18
2018-03-07 10:00:00,2018,3,7,10,38.42
2018-03-07 11:00:00,2018,3,7,11,46.75
2018-03-07 12:00:00,2018,3,7,12,42.14
2018-03-07 13:00:00,2018,3,7,13,46.44
2018-03-07 14:00:00,2018,3,7,14,62.76
2018-03-07 15:00:00,2018,3,7,15,67.82
2018-03-07 16:00:00,2018,3,7,16,68.73
2018-03-07 17:00:00,2018,3,7,17,68.2
2018-03-07 18:00:00,2018,3,7,18,78.94
2018-03-07 19:00:00,2018,3,7,19,73.95
2018-03-07 20:00:00,2018,3,7,20,78.17
2018-03-07 21:00:00,2018,3,7,21,62.81
2018-03-07 22:00:00,2018,3,7,22,64.02
2018-03-07 23:00:00,2018,3,7,23,59.91
2018-03-08 00:00:00,2018,3,8,0,59.64
2018-03-08 01:00:00,2018,3,8,1,63.42
2018-03-08 02:00:00,2018,3,8,2,70.77
2018-03-08 03:00:00,2018,3,8,3,83.89
2018-03-08 04:00:00,2018,3,8,4,84.56
2018-03-08 05:00:00,2018,3,8,5,72.71
2018-03-08 06:00:00,2018,3,8,6,61.12
2018-03-08 07:00:00,2018,3,8,7,52.38
2018-03-08 08:00:00,2018,3,8,8,50.61
2018-03-08 09:00:00,2018,3,8,9,49.39
2018-03-08 10:00:00,2018,3,8,10,49.34
2018-03-08 11:00:00,2018,3,8,11,43.03
2018-03-08 13:00:00,2018,3,8,13,43.15
2018-03-08 14:00:00,2018,3,8,14,55.72
2018-03-08 15:00:00,2018,3,8,15,68.03
2018-03-08 16:00:00,2018,3,8,16,68.9
2018-03-08 17:00:00,2018,3,8,17,73.07
2018-03-08 19:00:00,2018,3,8,19,72.47
2018-03-08 20:00:00,2018,3,8,20,68.67
2018-03-08 21:00:00,2018,3,8,21,69.49
2018-03-08 22:00:00,2018,3,8,22,67.66
2018-03-08 23:00:00,2018,3,8,23,67.87
2018-03-09 00:00:00,2018,3,9,0,63.93
2018-03-09 01:00:00,2018,3,9,1,66.33
2018-03-09 02:00:00,2018,3,9,2,69.59
2018-03-09 03:00:00,2018,3,9,3,76.83
2018-03-09 04:00:00,2018,3,9,4,77.01
2018-03-09 05:00:00,2018,3,9,5,70.2
2018-03-09 06:00:00,2018,3,9,6,62.4
2018-03-09 07:00:00,2018,3,9,7,54.09
2018-03-09 08:00:00,2018,3,9,8,51.19
2018-03-09 09:00:00,2018,3,9,9,51.26
2018-03-09 10:00:00,2018,3,9,10,47.92
2018-03-09 11:00:00,2018,3,9,11,50.85
2018-03-09 12:00:00,2018,3,9,12,49.62
2018-03-09 13:00:00,2018,3,9,13,55.42
2018-03-09 14:00:00,2018,3,9,14,67.61
2018-03-09 15:00:00,2018,3,9,15,77.22
2018-03-09 16:00:00,2018,3,9,16,80.64
2018-03-09 17:00:00,2018,3,9,17,88.3
2018-03-09 18:00:00,2018,3,9,18,85.58
2018-03-09 19:00:00,2018,3,9,19,87.74
2018-03-09 20:00:00,2018,3,9,20,84.53
2018-03-09 21:00:00,2018,3,9,21,76.89
2018-03-09 22:00:00,2018,3,9,22,73.39
2018-03-10 00:00:00,2018,3,10,0,66.23
2018-03-10 01:00:00,2018,3,10,1,72.95
2018-03-10 05:00:00,2018,3,10,5,77.52
2018-03-10 10:00:00,2018,3,10,10,52.95
2018-03-10 11:00:00,2018,3,10,11,49.29
2018-03-10 12:00:00,2018,3,10,12,49.78
2018-03-10 13:00:00,2018,3,10,13,51.03
2018-03-10 14:00:00,2018,3,10,14,72.14
2018-03-10 15:00:00,2018,3,10,15,87.44
2018-03-10 16:00:00,2018,3,10,16,85.23
2018-03-10 17:00:00,2018,3,10,17,80.83
2018-03-10 22:00:00,2018,3,10,22,74.16
2018-03-10 23:00:00,2018,3,10,23,71.9
2018-03-11 00:00:00,2018,3,11,0,74.01
2018-03-11 01:00:00,2018,3,11,1,74.19
2018-03-11 02:00:00,2018,3,11,2,85.79
2018-03-11 03:00:00,2018,3,11,3,95.16
2018-03-11 04:00:00,2018,3,11,4,96.51
2018-03-11 05:00:00,2018,3,11,5,87.23
2018-03-11 06:00:00,2018,3,11,6,71.29
2018-03-11 07:00:00,2018,3,11,7,67.03
2018-03-11 08:00:00,2018,3,11,8,58.08
2018-03-11 09:00:00,2018,3,11,9,53.35
2018-03-11 10:00:00,2018,3,11,10,50.2
2018-03-11 11:00:00,2018,3,11,11,47.76
2018-03-11 12:00:00,2018,3,11,12,47.13
2018-03-11 13:00:00,2018,3,11,13,50.7
2018-03-11 14:00:00,2018,3,11,14,61.27
2018-03-11 15:00:00,2018,3,11,15,67.83
2018-03-11 16:00:00,2018,3,11,16,82.22
2018-03-11 17:00:00,2018,3,11,17,82.38
2018-03-11 18:00:00,2018,3,11,18,78.53
2018-03-11 19:00:00,2018,3,11,19,74.64
2018-03-11 20:00:00,2018,3,11,20,72.46
2018-03-11 21:00:00,2018,3,11,21,70.61
2018-03-11 22:00:00,2018,3,11,22,64.85
2018-03-11 23:00:00,2018,3,11,23,68.09
2018-03-12 00:00:00,2018,3,12,0,65.22
2018-03-12 01:00:00,2018,3,12,1,67.42
2018-03-12 02:00:00,2018,3,12,2,73.76
2018-03-12 03:00:00,2018,3,12,3,90.8
2018-03-12 04:00:00,2018,3,12,4,91.58
2018-03-12 05:00:00,2018,3,12,5,84.94
2018-03-12 06:00:00,2018,3,12,6,71.21
2018-03-12 07:00:00,2018,3,12,7,61.25
2018-03-12 08:00:00,2018,3,12,8,53.1
2018-03-12 09:00:00,2018,3,12,9,48.28
2018-03-12 10:00:00,2018,3,12,10,46.05
2018-03-12 11:00:00,2018,3,12,11,45.91
2018-03-12 12:00:00,2018,3,12,12,46.54
2018-03-12 13:00:00,2018,3,12,13,51.1
2018-03-12 14:00:00,2018,3,12,14,59.82
2018-03-12 15:00:00,2018,3,12,15,70.12
2018-03-12 16:00:00,2018,3,12,16,79.85
2018-03-12 17:00:00,2018,3,12,17,79.77
2018-03-12 18:00:00,2018,3,12,18,80.5
2018-03-12 19:00:00,2018,3,12,19,77.17
2018-03-12 20:00:00,2018,3,12,20,79.24
2018-03-12 21:00:00,2018,3,12,21,81.82
2018-03-18 22:00:00,2018,3,18,22,57.77
2018-03-18 23:00:00,2018,3,18,23,58.82
2018-03-19 00:00:00,2018,3,19,0,57.02
2018-03-19 01:00:00,2018,3,19,1,65.31
2018-03-19 02:00:00,2018,3,19,2,72.46
2018-03-19 03:00:00,2018,3,19,3,82.76
2018-03-19 04:00:00,2018,3,19,4,82.76
2018-03-19 05:00:00,2018,3,19,5,73.55
2018-03-19 06:00:00,2018,3,19,6,74.02
2018-03-19 07:00:00,2018,3,19,7,70.69
2018-03-19 08:00:00,2018,3,19,8,67.79
2018-03-19 09:00:00,2018,3,19,9,38.17
2018-03-19 12:00:00,2018,3,19,12,47.51
2018-03-19 13:00:00,2018,3,19,13,52.28
2018-03-19 14:00:00,2018,3,19,14,63.36
2018-03-19 15:00:00,2018,3,19,15,76.96
2018-03-19 16:00:00,2018,3,19,16,83.64
2018-03-19 17:00:00,2018,3,19,17,88.33
2018-03-19 18:00:00,2018,3,19,18,80.11
2018-03-19 19:00:00,2018,3,19,19,82.74
2018-03-19 20:00:00,2018,3,19,20,76.68
2018-03-19 21:00:00,2018,3,19,21,74.63
2018-03-19 22:00:00,2018,3,19,22,69.85
2018-03-19 23:00:00,2018,3,19,23,71.16
2018-03-20 00:00:00,2018,3,20,0,74.33
2018-03-20 01:00:00,2018,3,20,1,74.58
2018-03-20 02:00:00,2018,3,20,2,83.37
2018-03-20 03:00:00,2018,3,20,3,91.93
2018-03-20 04:00:00,2018,3,20,4,94.11
2018-03-20 05:00:00,2018,3,20,5,81.45
2018-03-20 06:00:00,2018,3,20,6,74.71
2018-03-20 07:00:00,2018,3,20,7,66.06
2018-03-20 08:00:00,2018,3,20,8,59.28
2018-03-20 09:00:00,2018,3,20,9,56.16
2018-03-20 10:00:00,2018,3,20,10,58.32
2018-03-20 11:00:00,2018,3,20,11,54.22
2018-03-20 12:00:00,2018,3,20,12,55.68
2018-03-20 13:00:00,2018,3,20,13,59.91
2018-03-20 14:00:00,2018,3,20,14,73.11
2018-03-20 15:00:00,2018,3,20,15,87.25
2018-03-20 16:00:00,2018,3,20,16,86.4
2018-03-20 17:00:00,2018,3,20,17,94.93
2018-03-20 18:00:00,2018,3,20,18,89.64
2018-03-20 19:00:00,2018,3,20,19,80.84
2018-03-20 20:00:00,2018,3,20,20,77.24
2018-03-20 22:00:00,2018,3,20,22,70.62
2018-03-20 23:00:00,2018,3,20,23,65.92
2018-03-21 00:00:00,2018,3,21,0,73.69
2018-03-21 01:00:00,2018,3,21,1,78.06
2018-03-21 02:00:00,2018,3,21,2,82.64
2018-03-21 03:00:00,2018,3,21,3,85.73
2018-03-21 04:00:00,2018,3,21,4,81.04
2018-03-21 05:00:00,2018,3,21,5,75.29
2018-03-21 06:00:00,2018,3,21,6,69.5
2018-03-21 07:00:00,2018,3,21,7,66.26
2018-03-21 08:00:00,2018,3,21,8,65.9
2018-03-21 09:00:00,2018,3,21,9,59.1
2018-03-21 10:00:00,2018,3,21,10,57.12
2018-03-21 11:00:00,2018,3,21,11,47.49
2018-03-21 12:00:00,2018,3,21,12,55.56
2018-03-21 13:00:00,2018,3,21,13,61.13
2018-03-21 14:00:00,2018,3,21,14,69.09
2018-03-21 15:00:00,2018,3,21,15,77.29
2018-03-21 16:00:00,2018,3,21,16,82.76
2018-03-21 17:00:00,2018,3,21,17,84.39
2018-03-21 18:00:00,2018,3,21,18,82.49
2018-03-21 19:00:00,2018,3,21,19,79.36
2018-03-21 20:00:00,2018,3,21,20,71.94
2018-03-21 21:00:00,2018,3,21,21,66.72
2018-03-21 22:00:00,2018,3,21,22,64.75
2018-03-21 23:00:00,2018,3,21,23,63.61
2018-03-22 00:00:00,2018,3,22,0,61.98
2018-03-22 01:00:00,2018,3,22,1,65.01
2018-03-22 02:00:00,2018,3,22,2,72.29
2018-03-22 03:00:00,2018,3,22,3,80.78
2018-03-22 04:00:00,2018,3,22,4,79.4
2018-03-22 05:00:00,2018,3,22,5,69.37
2018-03-22 06:00:00,2018,3,22,6,67.98
2018-03-22 07:00:00,2018,3,22,7,59.5
2018-03-22 08:00:00,2018,3,22,8,55.18
2018-03-22 09:00:00,2018,3,22,9,48.25
2018-03-22 10:00:00,2018,3,22,10,44.71
2018-03-22 11:00:00,2018,3,22,11,43.61
2018-03-22 12:00:00,2018,3,22,12,46.69
2018-03-22 13:00:00,2018,3,22,13,50.39
2018-03-22 14:00:00,2018,3,22,14,61.73
2018-03-22 15:00:00,2018,3,22,15,66.09
2018-03-22 16:00:00,2018,3,22,16,69.96
2018-03-22 17:00:00,2018,3,22,17,70.72
2018-03-22 18:00:00,2018,3,22,18,70.22
2018-03-22 19:00:00,2018,3,22,19,68.29
2018-03-22 20:00:00,2018,3,22,20,63.85
2018-03-22 21:00:00,2018,3,22,21,60.29
2018-03-22 22:00:00,2018,3,22,22,59.04
2018-03-22 23:00:00,2018,3,22,23,60.82
2018-03-23 00:00:00,2018,3,23,0,62.47
2018-03-23 01:00:00,2018,3,23,1,69.08
2018-03-23 02:00:00,2018,3,23,2,70.56
2018-03-23 03:00:00,2018,3,23,3,78.73
2018-03-23 04:00:00,2018,3,23,4,77.27
2018-03-23 05:00:00,2018,3,23,5,73.53
2018-03-23 06:00:00,2018,3,23,6,64.55
2018-03-23 07:00:00,2018,3,23,7,60.98
2018-03-23 08:00:00,2018,3,23,8,48.17
2018-03-23 09:00:00,2018,3,23,9,43.61
2018-03-23 10:00:00,2018,3,23,10,46.78
2018-03-23 11:00:00,2018,3,23,11,45.09
2018-03-23 12:00:00,2018,3,23,12,47.13
2018-03-23 13:00:00,2018,3,23,13,54.99
2018-03-23 14:00:00,2018,3,23,14,53.86
2018-03-23 15:00:00,2018,3,23,15,53.62
2018-03-23 16:00:00,2018,3,23,16,64.6
2018-03-23 17:00:00,2018,3,23,17,71.66
2018-03-23 18:00:00,2018,3,23,18,74.02
2018-03-23 19:00:00,2018,3,23,19,73.67
2018-03-23 20:00:00,2018,3,23,20,71.47
2018-03-23 21:00:00,2018,3,23,21,68.56
2018-03-23 22:00:00,2018,3,23,22,65.6
2018-03-23 23:00:00,2018,3,23,23,59.38
2018-03-24 00:00:00,2018,3,24,0,60.23
2018-03-24 01:00:00,2018,3,24,1,61.16
2018-03-24 02:00:00,2018,3,24,2,69.5
2018-03-24 03:00:00,2018,3,24,3,72.93
2018-03-24 04:00:00,2018,3,24,4,73.5
2018-03-24 05:00:00,2018,3,24,5,69.53
2018-03-24 06:00:00,2018,3,24,6,63.78
2018-03-24 07:00:00,2018,3,24,7,62.49
2018-03-24 08:00:00,2018,3,24,8,52.63
2018-03-24 09:00:00,2018,3,24,9,50.82
2018-03-24 10:00:00,2018,3,24,10,48.39
2018-03-24 11:00:00,2018,3,24,11,44.1
2018-03-24 12:00:00,2018,3,24,12,46.06
2018-03-24 13:00:00,2018,3,24,13,51.99
2018-03-24 14:00:00,2018,3,24,14,63.01
2018-03-24 15:00:00,2018,3,24,15,63.74
2018-03-24 16:00:00,2018,3,24,16,72.28
2018-03-24 17:00:00,2018,3,24,17,74.09
2018-03-24 18:00:00,2018,3,24,18,78.34
2018-03-24 19:00:00,2018,3,24,19,74.91
2018-03-24 20:00:00,2018,3,24,20,70.17
2018-03-24 21:00:00,2018,3,24,21,64.38
2018-03-24 22:00:00,2018,3,24,22,58.58
2018-03-24 23:00:00,2018,3,24,23,57.7
2018-03-25 00:00:00,2018,3,25,0,59.93
2018-03-25 01:00:00,2018,3,25,1,62.94
2018-03-25 02:00:00,2018,3,25,2,69.04
2018-03-25 03:00:00,2018,3,25,3,78.16
2018-03-25 04:00:00,2018,3,25,4,77.71
2018-03-25 05:00:00,2018,3,25,5,74.03
2018-03-25 06:00:00,2018,3,25,6,67.36
2018-03-25 07:00:00,2018,3,25,7,55.83
2018-03-25 08:00:00,2018,3,25,8,55.28
2018-03-25 09:00:00,2018,3,25,9,51.61
2018-03-25 10:00:00,2018,3,25,10,48.21
2018-03-25 11:00:00,2018,3,25,11,48.08
2018-03-25 12:00:00,2018,3,25,12,49.88
2018-03-25 13:00:00,2018,3,25,13,49.32
2018-03-25 14:00:00,2018,3,25,14,58.17
2018-03-25 15:00:00,2018,3,25,15,58.24
2018-03-25 16:00:00,2018,3,25,16,64.43
2018-03-25 17:00:00,2018,3,25,17,74.31
2018-03-25 18:00:00,2018,3,25,18,81.48
2018-03-25 19:00:00,2018,3,25,19,80.89
2018-03-25 20:00:00,2018,3,25,20,77.09
2018-03-25 21:00:00,2018,3,25,21,72.03
2018-03-25 23:00:00,2018,3,25,23,66.72
2018-03-26 00:00:00,2018,3,26,0,60.8
2018-03-26 01:00:00,2018,3,26,1,62.16
2018-03-26 02:00:00,2018,3,26,2,72.27
2018-03-26 03:00:00,2018,3,26,3,86.21
2018-03-26 04:00:00,2018,3,26,4,78.63
2018-03-26 05:00:00,2018,3,26,5,74.69
2018-03-26 06:00:00,2018,3,26,6,65.73
2018-03-26 07:00:00,2018,3,26,7,59.75
2018-03-26 08:00:00,2018,3,26,8,59.05
2018-03-26 09:00:00,2018,3,26,9,50.76
2018-03-26 10:00:00,2018,3,26,10,55.98
2018-03-26 11:00:00,2018,3,26,11,51.15
2018-03-26 12:00:00,2018,3,26,12,51.72
2018-03-26 13:00:00,2018,3,26,13,58.06
2018-03-26 14:00:00,2018,3,26,14,71.34
2018-03-26 15:00:00,2018,3,26,15,79.89
2018-03-26 16:00:00,2018,3,26,16,91.6
2018-03-26 17:00:00,2018,3,26,17,103.89
2018-03-26 18:00:00,2018,3,26,18,101.03
2018-03-26 19:00:00,2018,3,26,19,89.67
2018-03-26 20:00:00,2018,3,26,20,88.39
2018-03-26 21:00:00,2018,3,26,21,82.1
2018-03-26 22:00:00,2018,3,26,22,74.98
2018-03-26 23:00:00,2018,3,26,23,75.23
2018-03-27 00:00:00,2018,3,27,0,72.52
2018-03-27 06:00:00,2018,3,27,6,68.66
2018-03-27 07:00:00,2018,3,27,7,65.14
2018-03-27 08:00:00,2018,3,27,8,58.08
2018-03-27 09:00:00,2018,3,27,9,55.93
2018-03-27 11:00:00,2018,3,27,11,52.47
2018-03-27 12:00:00,2018,3,27,12,54.56
2018-03-27 13:00:00,2018,3,27,13,55.31
2018-03-27 14:00:00,2018,3,27,14,55.52
2018-03-27 15:00:00,2018,3,27,15,76.32
2018-03-27 16:00:00,2018,3,27,16,94.86
2018-03-27 17:00:00,2018,3,27,17,101.36
2018-03-27 18:00:00,2018,3,27,18,104.0
2018-03-27 19:00:00,2018,3,27,19,86.0
2018-03-27 20:00:00,2018,3,27,20,82.05
2018-03-27 21:00:00,2018,3,27,21,78.55
2018-03-27 22:00:00,2018,3,27,22,78.12
2018-03-27 23:00:00,2018,3,27,23,81.89
2018-03-28 00:00:00,2018,3,28,0,69.62
2018-03-28 01:00:00,2018,3,28,1,76.93
2018-03-28 02:00:00,2018,3,28,2,79.74
2018-03-28 03:00:00,2018,3,28,3,94.96
2018-03-28 04:00:00,2018,3,28,4,83.87
2018-03-28 05:00:00,2018,3,28,5,74.45
2018-03-28 06:00:00,2018,3,28,6,75.98
2018-03-28 07:00:00,2018,3,28,7,64.98
2018-03-28 08:00:00,2018,3,28,8,64.04
2018-03-28 09:00:00,2018,3,28,9,67.15
2018-03-28 10:00:00,2018,3,28,10,63.33
2018-03-28 11:00:00,2018,3,28,11,45.45
2018-03-28 15:00:00,2018,3,28,15,86.71
2018-03-28 16:00:00,2018,3,28,16,88.0
2018-03-28 17:00:00,2018,3,28,17,91.0
2018-03-28 18:00:00,2018,3,28,18,89.46
2018-03-28 19:00:00,2018,3,28,19,75.6
2018-03-28 20:00:00,2018,3,28,20,74.0
2018-03-28 21:00:00,2018,3,28,21,69.71
2018-03-28 22:00:00,2018,3,28,22,63.29
2018-03-28 23:00:00,2018,3,28,23,66.33
2018-03-29 00:00:00,2018,3,29,0,69.92
2018-03-29 01:00:00,2018,3,29,1,69.53
2018-03-29 02:00:00,2018,3,29,2,70.92
2018-03-29 03:00:00,2018,3,29,3,61.03
2018-03-29 04:00:00,2018,3,29,4,72.95
2018-03-29 05:00:00,2018,3,29,5,79.34
2018-03-29 06:00:00,2018,3,29,6,71.89
2018-03-29 07:00:00,2018,3,29,7,64.44
2018-03-29 08:00:00,2018,3,29,8,60.84
2018-03-29 09:00:00,2018,3,29,9,57.94
2018-03-29 10:00:00,2018,3,29,10,54.97
2018-03-29 11:00:00,2018,3,29,11,53.45
2018-03-29 12:00:00,2018,3,29,12,53.14
2018-03-29 13:00:00,2018,3,29,13,54.59
2018-03-29 14:00:00,2018,3,29,14,67.16
2018-03-29 15:00:00,2018,3,29,15,85.22
2018-03-29 16:00:00,2018,3,29,16,85.11
2018-03-29 17:00:00,2018,3,29,17,91.58
2018-03-29 18:00:00,2018,3,29,18,92.22
2018-03-29 19:00:00,2018,3,29,19,90.08
2018-03-29 20:00:00,2018,3,29,20,87.82
2018-03-29 21:00:00,2018,3,29,21,82.33
2018-03-29 22:00:00,2018,3,29,22,77.9
2018-03-29 23:00:00,2018,3,29,23,69.97
2018-03-30 00:00:00,2018,3,30,0,66.59
2018-03-30 01:00:00,2018,3,30,1,67.89
2018-03-30 02:00:00,2018,3,30,2,74.78
2018-03-30 03:00:00,2018,3,30,3,84.96
2018-03-30 04:00:00,2018,3,30,4,82.83
2018-03-30 05:00:00,2018,3,30,5,70.71
2018-03-30 06:00:00,2018,3,30,6,70.06
2018-03-30 07:00:00,2018,3,30,7,62.88
2018-03-30 08:00:00,2018,3,30,8,55.98
2018-03-30 09:00:00,2018,3,30,9,55.27
2018-03-30 10:00:00,2018,3,30,10,52.45
2018-03-30 11:00:00,2018,3,30,11,52.65
2018-03-30 12:00:00,2018,3,30,12,54.59
2018-03-30 13:00:00,2018,3,30,13,54.86
2018-03-30 14:00:00,2018,3,30,14,66.18
2018-03-30 15:00:00,2018,3,30,15,75.4
2018-03-30 16:00:00,2018,3,30,16,76.96
2018-03-30 17:00:00,2018,3,30,17,76.44
2018-03-30 18:00:00,2018,3,30,18,71.3
